Entity,Day,"COVID-19 doses (cumulative, per hundred)"
Afghanistan,2021-02-22,0
Afghanistan,2021-02-28,0.020207573
Afghanistan,2021-03-16,0.13307427
Afghanistan,2021-04-07,0.29572058
Afghanistan,2021-04-22,0.59144115
Afghanistan,2021-05-11,1.2432636
Afghanistan,2021-05-20,1.3502134
Afghanistan,2021-05-24,1.4127485
Afghanistan,2021-05-26,1.4550784
Afghanistan,2021-05-27,1.4621239
Afghanistan,2021-05-30,1.4789774
Afghanistan,2021-06-02,1.5433904
Afghanistan,2021-06-03,1.5532846
Afghanistan,2021-06-08,1.5803678
Afghanistan,2021-06-14,1.6313993
Afghanistan,2021-06-22,1.887412
Afghanistan,2021-06-27,2.0594327
Afghanistan,2021-06-30,2.1855083
Afghanistan,2021-07-05,2.2565231
Afghanistan,2021-07-07,2.3028328
Afghanistan,2021-07-11,2.3709226
Afghanistan,2021-07-14,2.5238962
Afghanistan,2021-07-18,2.6966193
Afghanistan,2021-07-24,2.8858976
Afghanistan,2021-08-20,2.960375
Afghanistan,2021-08-31,4.878532
Afghanistan,2021-09-30,5.839557
Afghanistan,2021-11-14,9.902196
Afghanistan,2021-12-27,11.519593
Afghanistan,2022-01-09,12.083557
Afghanistan,2022-01-11,12.137139
Afghanistan,2022-01-13,12.210325
Afghanistan,2022-01-17,12.284842
Afghanistan,2022-01-19,12.331672
Afghanistan,2022-01-24,12.435184
Afghanistan,2022-01-26,12.504535
Afghanistan,2022-01-27,12.521461
Afghanistan,2022-01-31,12.630093
Afghanistan,2022-02-02,12.697002
Afghanistan,2022-02-07,12.856447
Afghanistan,2022-02-14,13.1135025
Afghanistan,2022-02-20,13.33776
Afghanistan,2022-02-27,13.640738
Afghanistan,2022-03-06,13.793221
Afghanistan,2022-03-17,14.123482
Afghanistan,2022-03-22,14.172446
Afghanistan,2022-04-04,14.47228
Afghanistan,2022-04-14,14.639154
Afghanistan,2022-04-18,14.660074
Afghanistan,2022-04-26,14.750927
Afghanistan,2022-04-27,14.751871
Afghanistan,2022-05-05,14.838934
Afghanistan,2022-05-08,14.843757
Afghanistan,2022-05-10,14.859311
Afghanistan,2022-05-15,14.950102
Afghanistan,2022-05-23,15.078194
Afghanistan,2022-06-01,15.209038
Afghanistan,2022-06-15,15.5135565
Afghanistan,2022-06-21,15.663163
Afghanistan,2022-06-27,15.792649
Afghanistan,2022-06-30,15.883544
Afghanistan,2022-07-10,15.996293
Afghanistan,2022-07-17,16.52793
Afghanistan,2022-07-19,19.431417
Afghanistan,2022-07-27,19.81477
Afghanistan,2022-08-07,24.206848
Afghanistan,2022-08-15,27.641727
Afghanistan,2022-08-22,28.07301
Afghanistan,2022-08-31,28.493973
Afghanistan,2022-09-04,28.558952
Afghanistan,2022-09-11,28.894829
Afghanistan,2022-09-12,28.91811
Afghanistan,2022-09-19,29.128935
Afghanistan,2022-09-26,29.249222
Afghanistan,2022-09-28,29.278889
Afghanistan,2022-10-04,29.384111
Afghanistan,2022-10-11,29.453682
Afghanistan,2022-10-16,29.517284
Afghanistan,2022-10-24,29.708479
Afghanistan,2022-11-01,29.827806
Afghanistan,2022-11-02,29.91797
Afghanistan,2022-11-08,30.0012
Afghanistan,2022-11-15,30.07019
Afghanistan,2022-11-16,30.106663
Afghanistan,2022-11-27,30.251997
Afghanistan,2022-12-05,30.323437
Afghanistan,2022-12-22,30.68069
Afghanistan,2023-01-06,30.869278
Afghanistan,2023-01-16,31.059252
Afghanistan,2023-01-22,31.229027
Afghanistan,2023-01-29,31.260006
Afghanistan,2023-02-12,31.46691
Afghanistan,2023-02-14,31.51472
Afghanistan,2023-02-19,33.523518
Afghanistan,2023-02-23,34.28015
Afghanistan,2023-02-26,36.333984
Afghanistan,2023-02-28,37.196224
Afghanistan,2023-03-05,39.346664
Afghanistan,2023-03-12,40.042015
Afghanistan,2023-03-14,40.047108
Afghanistan,2023-03-19,40.599712
Afghanistan,2023-03-21,40.618168
Afghanistan,2023-03-26,40.65788
Afghanistan,2023-03-28,40.659492
Afghanistan,2023-04-02,40.874954
Afghanistan,2023-04-09,40.970997
Afghanistan,2023-04-11,41.13733
Afghanistan,2023-04-16,41.221172
Afghanistan,2023-04-18,41.466858
Afghanistan,2023-04-24,41.50934
Afghanistan,2023-04-25,41.51751
Afghanistan,2023-04-30,41.65296
Afghanistan,2023-05-03,41.693027
Afghanistan,2023-05-09,41.797035
Afghanistan,2023-05-14,42.044056
Afghanistan,2023-05-16,42.18136
Afghanistan,2023-05-21,43.0751
Afghanistan,2023-05-29,45.42936
Afghanistan,2023-06-06,48.579094
Afghanistan,2023-06-11,49.288506
Afghanistan,2023-06-13,49.320312
Afghanistan,2023-06-18,49.882736
Afghanistan,2023-06-20,50.08596
Afghanistan,2023-06-27,50.256664
Afghanistan,2023-07-04,50.428642
Afghanistan,2023-07-09,50.45137
Afghanistan,2023-07-11,50.6087
Afghanistan,2023-07-18,50.65783
Afghanistan,2023-07-23,50.70378
Afghanistan,2023-07-25,50.91918
Afghanistan,2023-07-30,51.085697
Afghanistan,2023-08-01,51.23376
Afghanistan,2023-08-06,51.350136
Afghanistan,2023-08-08,51.44674
Afghanistan,2023-08-15,51.601265
Afghanistan,2023-08-20,51.80661
Afghanistan,2023-08-27,52.0471
Afghanistan,2023-09-01,52.387794
Afghanistan,2023-09-05,52.42014
Afghanistan,2023-09-10,52.68919
Afghanistan,2023-09-17,52.901894
Afghanistan,2023-09-19,53.144478
Afghanistan,2023-09-26,53.515865
Afghanistan,2023-10-08,53.632206
Afghanistan,2023-10-16,53.952545
Afghanistan,2023-10-24,54.425034
Afghanistan,2023-11-05,54.467003
Afghanistan,2023-11-07,54.726974
Afghanistan,2023-11-14,55.437046
Afghanistan,2023-11-26,55.711124
Afghanistan,2023-12-31,56.59291
Africa,2020-12-02,0.057339147
Africa,2020-12-03,0.057339147
Africa,2020-12-04,0.057339147
Africa,2020-12-05,0.057339147
Africa,2020-12-06,0.057339147
Africa,2020-12-07,0.057339147
Africa,2020-12-08,0.057339147
Africa,2020-12-09,0.057339147
Africa,2020-12-10,0.057339147
Africa,2020-12-11,0.057339147
Africa,2020-12-12,0.057339147
Africa,2020-12-13,0.057339147
Africa,2020-12-14,0.057339147
Africa,2020-12-15,0.057339147
Africa,2020-12-16,0.057339147
Africa,2020-12-17,0.057339147
Africa,2020-12-18,0.057339147
Africa,2020-12-19,0.057339147
Africa,2020-12-20,0.057339147
Africa,2020-12-21,0.057339147
Africa,2020-12-22,0.057339147
Africa,2020-12-23,0.057339147
Africa,2020-12-24,0.057339147
Africa,2020-12-25,0.057339147
Africa,2020-12-26,0.057339147
Africa,2020-12-27,0.057339147
Africa,2020-12-28,0.057339147
Africa,2020-12-29,0.057339147
Africa,2020-12-30,0.057339147
Africa,2020-12-31,0.057339147
Africa,2021-01-01,0.057339147
Africa,2021-01-02,0.057339147
Africa,2021-01-03,0.057339147
Africa,2021-01-04,0.057339147
Africa,2021-01-05,0.057339147
Africa,2021-01-06,0.057339147
Africa,2021-01-07,0.057339147
Africa,2021-01-08,0.057339147
Africa,2021-01-09,0.057339147
Africa,2021-01-10,0.05737383
Africa,2021-01-11,0.057408508
Africa,2021-01-12,0.05744319
Africa,2021-01-13,0.05747787
Africa,2021-01-14,0.05754723
Africa,2021-01-15,0.05761659
Africa,2021-01-16,0.057824675
Africa,2021-01-17,0.057916604
Africa,2021-01-18,0.05800853
Africa,2021-01-19,0.058100455
Africa,2021-01-20,0.05825215
Africa,2021-01-21,0.058381405
Africa,2021-01-22,0.058510657
Africa,2021-01-23,0.058612134
Africa,2021-01-24,0.058665402
Africa,2021-01-25,0.058733873
Africa,2021-01-26,0.058946934
Africa,2021-01-27,0.0591636
Africa,2021-01-28,0.059402253
Africa,2021-01-29,0.06268517
Africa,2021-01-30,0.06592327
Africa,2021-01-31,0.06898201
Africa,2021-02-01,0.074682094
Africa,2021-02-02,0.07921175
Africa,2021-02-03,0.08329056
Africa,2021-02-04,0.08682692
Africa,2021-02-05,0.09127794
Africa,2021-02-06,0.0956748
Africa,2021-02-07,0.099234164
Africa,2021-02-08,0.10279353
Africa,2021-02-09,0.10797664
Africa,2021-02-10,0.1177939
Africa,2021-02-11,0.12611207
Africa,2021-02-12,0.14455041
Africa,2021-02-13,0.16435176
Africa,2021-02-14,0.17596115
Africa,2021-02-15,0.18757054
Africa,2021-02-16,0.20213328
Africa,2021-02-17,0.21534444
Africa,2021-02-18,0.22708903
Africa,2021-02-19,0.23746826
Africa,2021-02-20,0.2469281
Africa,2021-02-21,0.25356412
Africa,2021-02-22,0.2606075
Africa,2021-02-23,0.270136
Africa,2021-02-24,0.2931959
Africa,2021-02-25,0.31496444
Africa,2021-02-26,0.33421886
Africa,2021-02-27,0.34943268
Africa,2021-02-28,0.35933173
Africa,2021-03-01,0.36962524
Africa,2021-03-02,0.38517928
Africa,2021-03-03,0.4014088
Africa,2021-03-04,0.41590163
Africa,2021-03-05,0.43171206
Africa,2021-03-06,0.45001423
Africa,2021-03-07,0.4612786
Africa,2021-03-08,0.4712919
Africa,2021-03-09,0.4874355
Africa,2021-03-10,0.510446
Africa,2021-03-11,0.5294556
Africa,2021-03-12,0.5568542
Africa,2021-03-13,0.58320445
Africa,2021-03-14,0.5988065
Africa,2021-03-15,0.61814123
Africa,2021-03-16,0.6402962
Africa,2021-03-17,0.65946466
Africa,2021-03-18,0.6762918
Africa,2021-03-19,0.69352454
Africa,2021-03-20,0.7071656
Africa,2021-03-21,0.71848655
Africa,2021-03-22,0.7297879
Africa,2021-03-23,0.74483436
Africa,2021-03-24,0.77605665
Africa,2021-03-25,0.8051241
Africa,2021-03-26,0.8304419
Africa,2021-03-27,0.8506259
Africa,2021-03-28,0.8675622
Africa,2021-03-29,0.88532
Africa,2021-03-30,0.9087541
Africa,2021-03-31,0.9322033
Africa,2021-04-01,0.9569298
Africa,2021-04-02,0.97483957
Africa,2021-04-03,0.9912582
Africa,2021-04-04,1.0059313
Africa,2021-04-05,1.0204705
Africa,2021-04-06,1.039728
Africa,2021-04-07,1.059726
Africa,2021-04-08,1.0837513
Africa,2021-04-09,1.1034673
Africa,2021-04-10,1.1229154
Africa,2021-04-11,1.1387066
Africa,2021-04-12,1.1558625
Africa,2021-04-13,1.1734208
Africa,2021-04-14,1.1933784
Africa,2021-04-15,1.2123278
Africa,2021-04-16,1.2327572
Africa,2021-04-17,1.2525078
Africa,2021-04-18,1.2676387
Africa,2021-04-19,1.2831604
Africa,2021-04-20,1.2999612
Africa,2021-04-21,1.3183824
Africa,2021-04-22,1.3343774
Africa,2021-04-23,1.350222
Africa,2021-04-24,1.3652769
Africa,2021-04-25,1.3796526
Africa,2021-04-26,1.3946444
Africa,2021-04-27,1.4168316
Africa,2021-04-28,1.4461403
Africa,2021-04-29,1.4647871
Africa,2021-04-30,1.4803364
Africa,2021-05-01,1.4946377
Africa,2021-05-02,1.5090351
Africa,2021-05-03,1.5263034
Africa,2021-05-04,1.5551076
Africa,2021-05-05,1.5802366
Africa,2021-05-06,1.6027913
Africa,2021-05-07,1.6479301
Africa,2021-05-08,1.66953
Africa,2021-05-09,1.6933863
Africa,2021-05-10,1.7173404
Africa,2021-05-11,1.7499859
Africa,2021-05-12,1.7778147
Africa,2021-05-13,1.7975751
Africa,2021-05-14,1.8165903
Africa,2021-05-15,1.8482257
Africa,2021-05-16,1.8765476
Africa,2021-05-17,1.9067057
Africa,2021-05-18,1.9520726
Africa,2021-05-19,2.0029137
Africa,2021-05-20,2.0491366
Africa,2021-05-21,2.0944395
Africa,2021-05-22,2.1271129
Africa,2021-05-23,2.1570616
Africa,2021-05-24,2.1905
Africa,2021-05-25,2.2497709
Africa,2021-05-26,2.2930617
Africa,2021-05-27,2.3377888
Africa,2021-05-28,2.3797317
Africa,2021-05-29,2.4160712
Africa,2021-05-30,2.4506822
Africa,2021-05-31,2.4889524
Africa,2021-06-01,2.5318022
Africa,2021-06-02,2.5751836
Africa,2021-06-03,2.6238892
Africa,2021-06-04,2.654503
Africa,2021-06-05,2.6796162
Africa,2021-06-06,2.7122114
Africa,2021-06-07,2.7497997
Africa,2021-06-08,2.8072498
Africa,2021-06-09,2.8568282
Africa,2021-06-10,2.901301
Africa,2021-06-11,2.9428003
Africa,2021-06-12,2.9676266
Africa,2021-06-13,3.0017939
Africa,2021-06-14,3.040111
Africa,2021-06-15,3.08215
Africa,2021-06-16,3.1149955
Africa,2021-06-17,3.1574445
Africa,2021-06-18,3.1960764
Africa,2021-06-19,3.2216141
Africa,2021-06-20,3.2633486
Africa,2021-06-21,3.3059633
Africa,2021-06-22,3.3442328
Africa,2021-06-23,3.3810337
Africa,2021-06-24,3.4203253
Africa,2021-06-25,3.4607596
Africa,2021-06-26,3.4862037
Africa,2021-06-27,3.5194352
Africa,2021-06-28,3.547266
Africa,2021-06-29,3.5861456
Africa,2021-06-30,3.628638
Africa,2021-07-01,3.6669967
Africa,2021-07-02,3.6973581
Africa,2021-07-03,3.7233706
Africa,2021-07-04,3.7518697
Africa,2021-07-05,3.7858992
Africa,2021-07-06,3.817974
Africa,2021-07-07,3.8566577
Africa,2021-07-08,3.893921
Africa,2021-07-09,3.9328249
Africa,2021-07-10,3.9580994
Africa,2021-07-11,3.9864223
Africa,2021-07-12,4.03628
Africa,2021-07-13,4.086393
Africa,2021-07-14,4.140409
Africa,2021-07-15,4.2144017
Africa,2021-07-16,4.236348
Africa,2021-07-17,4.258067
Africa,2021-07-18,4.276199
Africa,2021-07-19,4.3277354
Africa,2021-07-20,4.366887
Africa,2021-07-21,4.4140735
Africa,2021-07-22,4.463583
Africa,2021-07-23,4.5012293
Africa,2021-07-24,4.5216646
Africa,2021-07-25,4.5440493
Africa,2021-07-26,4.606705
Africa,2021-07-27,4.6814046
Africa,2021-07-28,4.761349
Africa,2021-07-29,4.8409295
Africa,2021-07-30,4.8871083
Africa,2021-07-31,4.921966
Africa,2021-08-01,4.951384
Africa,2021-08-02,5.0019274
Africa,2021-08-03,5.1263676
Africa,2021-08-04,5.185069
Africa,2021-08-05,5.2417617
Africa,2021-08-06,5.302941
Africa,2021-08-07,5.348471
Africa,2021-08-08,5.3903885
Africa,2021-08-09,5.4649644
Africa,2021-08-10,5.513292
Africa,2021-08-11,5.5961204
Africa,2021-08-12,5.686891
Africa,2021-08-13,5.749187
Africa,2021-08-14,5.7934117
Africa,2021-08-15,5.852615
Africa,2021-08-16,5.9491773
Africa,2021-08-17,6.059941
Africa,2021-08-18,6.16767
Africa,2021-08-19,6.2779346
Africa,2021-08-20,6.359659
Africa,2021-08-21,6.441993
Africa,2021-08-22,6.5061574
Africa,2021-08-23,6.6223583
Africa,2021-08-24,6.751357
Africa,2021-08-25,6.87071
Africa,2021-08-26,6.994965
Africa,2021-08-27,7.120832
Africa,2021-08-28,7.1949124
Africa,2021-08-29,7.320824
Africa,2021-08-30,7.4147615
Africa,2021-08-31,7.5175233
Africa,2021-09-01,7.6272144
Africa,2021-09-02,7.73022
Africa,2021-09-03,7.819403
Africa,2021-09-04,7.930784
Africa,2021-09-05,8.008612
Africa,2021-09-06,8.14411
Africa,2021-09-07,8.219121
Africa,2021-09-08,8.296005
Africa,2021-09-09,8.401941
Africa,2021-09-10,8.546807
Africa,2021-09-11,8.688846
Africa,2021-09-12,8.785716
Africa,2021-09-13,8.874305
Africa,2021-09-14,8.967887
Africa,2021-09-15,9.04917
Africa,2021-09-16,9.2050295
Africa,2021-09-17,9.297846
Africa,2021-09-18,9.388843
Africa,2021-09-19,9.482563
Africa,2021-09-20,9.584211
Africa,2021-09-21,9.687462
Africa,2021-09-22,9.79327
Africa,2021-09-23,9.908933
Africa,2021-09-24,9.998501
Africa,2021-09-25,10.085423
Africa,2021-09-26,10.184958
Africa,2021-09-27,10.290388
Africa,2021-09-28,10.382215
Africa,2021-09-29,10.469481
Africa,2021-09-30,10.557206
Africa,2021-10-01,10.652801
Africa,2021-10-02,10.745471
Africa,2021-10-03,10.82888
Africa,2021-10-04,10.919357
Africa,2021-10-05,11.01416
Africa,2021-10-06,11.119756
Africa,2021-10-07,11.2127285
Africa,2021-10-08,11.300211
Africa,2021-10-09,11.380618
Africa,2021-10-10,11.462908
Africa,2021-10-11,11.556969
Africa,2021-10-12,11.668637
Africa,2021-10-13,11.788464
Africa,2021-10-14,11.889368
Africa,2021-10-15,12.008749
Africa,2021-10-16,12.113285
Africa,2021-10-17,12.217706
Africa,2021-10-18,12.326502
Africa,2021-10-19,12.432844
Africa,2021-10-20,12.539775
Africa,2021-10-21,12.640942
Africa,2021-10-22,12.758522
Africa,2021-10-23,12.863525
Africa,2021-10-24,12.964143
Africa,2021-10-25,13.104642
Africa,2021-10-26,13.2466545
Africa,2021-10-27,13.3612795
Africa,2021-10-28,13.472762
Africa,2021-10-29,13.597136
Africa,2021-10-30,13.713311
Africa,2021-10-31,13.814899
Africa,2021-11-01,13.914763
Africa,2021-11-02,14.01097
Africa,2021-11-03,14.105229
Africa,2021-11-04,14.201334
Africa,2021-11-05,14.297842
Africa,2021-11-06,14.385982
Africa,2021-11-07,14.505748
Africa,2021-11-08,14.629359
Africa,2021-11-09,14.755954
Africa,2021-11-10,14.884897
Africa,2021-11-11,15.010845
Africa,2021-11-12,15.118274
Africa,2021-11-13,15.221807
Africa,2021-11-14,15.315146
Africa,2021-11-15,15.418476
Africa,2021-11-16,15.520102
Africa,2021-11-17,15.623838
Africa,2021-11-18,15.721299
Africa,2021-11-19,15.830602
Africa,2021-11-20,15.946291
Africa,2021-11-21,16.07087
Africa,2021-11-22,16.204552
Africa,2021-11-23,16.346306
Africa,2021-11-24,16.499722
Africa,2021-11-25,16.656532
Africa,2021-11-26,16.796368
Africa,2021-11-27,16.920462
Africa,2021-11-28,17.03578
Africa,2021-11-29,17.182802
Africa,2021-11-30,17.330938
Africa,2021-12-01,17.465305
Africa,2021-12-02,17.609367
Africa,2021-12-03,17.793686
Africa,2021-12-04,17.90042
Africa,2021-12-05,18.00059
Africa,2021-12-06,18.113846
Africa,2021-12-07,18.233234
Africa,2021-12-08,18.352568
Africa,2021-12-09,18.468311
Africa,2021-12-10,18.61091
Africa,2021-12-11,18.738512
Africa,2021-12-12,18.867756
Africa,2021-12-13,19.004786
Africa,2021-12-14,19.142944
Africa,2021-12-15,19.279682
Africa,2021-12-16,19.453056
Africa,2021-12-17,19.61784
Africa,2021-12-18,19.778084
Africa,2021-12-19,19.937908
Africa,2021-12-20,20.111631
Africa,2021-12-21,20.291569
Africa,2021-12-22,20.469955
Africa,2021-12-23,20.631739
Africa,2021-12-24,20.764078
Africa,2021-12-25,20.888138
Africa,2021-12-26,21.008492
Africa,2021-12-27,21.117876
Africa,2021-12-28,21.231142
Africa,2021-12-29,21.347916
Africa,2021-12-30,21.461939
Africa,2021-12-31,21.604067
Africa,2022-01-01,21.724941
Africa,2022-01-02,21.815405
Africa,2022-01-03,21.924963
Africa,2022-01-04,22.038164
Africa,2022-01-05,22.132261
Africa,2022-01-06,22.238148
Africa,2022-01-07,22.392555
Africa,2022-01-08,22.527905
Africa,2022-01-09,22.655834
Africa,2022-01-10,22.773476
Africa,2022-01-11,22.873432
Africa,2022-01-12,22.975393
Africa,2022-01-13,23.095331
Africa,2022-01-14,23.229391
Africa,2022-01-15,23.350216
Africa,2022-01-16,23.500986
Africa,2022-01-17,23.663574
Africa,2022-01-18,23.781227
Africa,2022-01-19,23.893343
Africa,2022-01-20,23.989529
Africa,2022-01-21,24.086216
Africa,2022-01-22,24.178398
Africa,2022-01-23,24.265347
Africa,2022-01-24,24.350039
Africa,2022-01-25,24.443022
Africa,2022-01-26,24.5482
Africa,2022-01-27,24.647266
Africa,2022-01-28,24.738754
Africa,2022-01-29,24.82618
Africa,2022-01-30,24.914112
Africa,2022-01-31,25.016483
Africa,2022-02-01,25.142874
Africa,2022-02-02,25.265257
Africa,2022-02-03,25.380217
Africa,2022-02-04,25.494354
Africa,2022-02-05,25.608364
Africa,2022-02-06,25.717867
Africa,2022-02-07,25.820997
Africa,2022-02-08,25.912334
Africa,2022-02-09,26.006712
Africa,2022-02-10,26.105497
Africa,2022-02-11,26.205442
Africa,2022-02-12,26.304504
Africa,2022-02-13,26.397274
Africa,2022-02-14,26.494987
Africa,2022-02-15,26.594893
Africa,2022-02-16,26.7672
Africa,2022-02-17,26.955238
Africa,2022-02-18,27.148422
Africa,2022-02-19,27.376886
Africa,2022-02-20,27.56094
Africa,2022-02-21,27.77318
Africa,2022-02-22,27.97713
Africa,2022-02-23,28.127043
Africa,2022-02-24,28.275476
Africa,2022-02-25,28.37013
Africa,2022-02-26,28.509321
Africa,2022-02-27,28.593548
Africa,2022-02-28,28.689518
Africa,2022-03-01,28.773695
Africa,2022-03-02,28.898369
Africa,2022-03-03,28.995306
Africa,2022-03-04,29.099762
Africa,2022-03-05,29.179749
Africa,2022-03-06,29.257051
Africa,2022-03-07,29.356901
Africa,2022-03-08,29.454428
Africa,2022-03-09,29.543238
Africa,2022-03-10,29.611229
Africa,2022-03-11,29.68661
Africa,2022-03-12,29.742579
Africa,2022-03-13,29.798653
Africa,2022-03-14,29.858912
Africa,2022-03-15,29.924835
Africa,2022-03-16,29.992182
Africa,2022-03-17,30.057497
Africa,2022-03-18,30.120382
Africa,2022-03-19,30.187225
Africa,2022-03-20,30.248926
Africa,2022-03-21,30.303913
Africa,2022-03-22,30.36296
Africa,2022-03-23,30.428146
Africa,2022-03-24,30.499956
Africa,2022-03-25,30.571205
Africa,2022-03-26,30.637936
Africa,2022-03-27,30.697504
Africa,2022-03-28,30.765997
Africa,2022-03-29,30.835629
Africa,2022-03-30,30.94363
Africa,2022-03-31,31.052284
Africa,2022-04-01,31.130333
Africa,2022-04-02,31.205137
Africa,2022-04-03,31.277697
Africa,2022-04-04,31.348663
Africa,2022-04-05,31.417473
Africa,2022-04-06,31.487867
Africa,2022-04-07,31.559824
Africa,2022-04-08,31.629581
Africa,2022-04-09,31.701258
Africa,2022-04-10,31.761896
Africa,2022-04-11,31.805666
Africa,2022-04-12,31.85355
Africa,2022-04-13,31.898077
Africa,2022-04-14,31.943783
Africa,2022-04-15,31.987204
Africa,2022-04-16,32.027905
Africa,2022-04-17,32.068245
Africa,2022-04-18,32.108524
Africa,2022-04-19,32.14961
Africa,2022-04-20,32.192772
Africa,2022-04-21,32.238747
Africa,2022-04-22,32.28405
Africa,2022-04-23,32.32954
Africa,2022-04-24,32.36822
Africa,2022-04-25,32.421005
Africa,2022-04-26,32.477707
Africa,2022-04-27,32.573177
Africa,2022-04-28,32.66703
Africa,2022-04-29,32.763763
Africa,2022-04-30,32.858547
Africa,2022-05-01,32.945873
Africa,2022-05-02,32.99512
Africa,2022-05-03,33.044815
Africa,2022-05-04,33.10042
Africa,2022-05-05,33.158115
Africa,2022-05-06,33.21615
Africa,2022-05-07,33.2752
Africa,2022-05-08,33.330933
Africa,2022-05-09,33.37256
Africa,2022-05-10,33.42476
Africa,2022-05-11,33.474983
Africa,2022-05-12,33.528206
Africa,2022-05-13,33.57888
Africa,2022-05-14,33.6341
Africa,2022-05-15,33.69057
Africa,2022-05-16,33.79163
Africa,2022-05-17,33.893753
Africa,2022-05-18,33.99979
Africa,2022-05-19,34.10244
Africa,2022-05-20,34.20424
Africa,2022-05-21,34.30942
Africa,2022-05-22,34.41081
Africa,2022-05-23,34.473812
Africa,2022-05-24,34.54076
Africa,2022-05-25,34.607563
Africa,2022-05-26,34.67454
Africa,2022-05-27,34.75267
Africa,2022-05-28,34.815857
Africa,2022-05-29,34.876812
Africa,2022-05-30,34.937195
Africa,2022-05-31,34.99228
Africa,2022-06-01,35.059723
Africa,2022-06-02,35.12831
Africa,2022-06-03,35.199047
Africa,2022-06-04,35.255936
Africa,2022-06-05,35.310593
Africa,2022-06-06,35.379635
Africa,2022-06-07,35.450798
Africa,2022-06-08,35.529167
Africa,2022-06-09,35.601562
Africa,2022-06-10,35.673897
Africa,2022-06-11,35.746403
Africa,2022-06-12,35.816135
Africa,2022-06-13,35.88513
Africa,2022-06-14,35.956264
Africa,2022-06-15,36.025955
Africa,2022-06-16,36.09511
Africa,2022-06-17,36.16268
Africa,2022-06-18,36.22958
Africa,2022-06-19,36.29508
Africa,2022-06-20,36.583538
Africa,2022-06-21,36.87334
Africa,2022-06-22,37.163586
Africa,2022-06-23,37.4583
Africa,2022-06-24,37.747967
Africa,2022-06-25,38.037064
Africa,2022-06-26,38.324837
Africa,2022-06-27,38.42408
Africa,2022-06-28,38.550507
Africa,2022-06-29,38.6768
Africa,2022-06-30,38.77971
Africa,2022-07-01,38.877216
Africa,2022-07-02,38.974564
Africa,2022-07-03,39.07188
Africa,2022-07-04,39.16016
Africa,2022-07-05,39.248478
Africa,2022-07-06,39.33259
Africa,2022-07-07,39.41663
Africa,2022-07-08,39.504658
Africa,2022-07-09,39.589558
Africa,2022-07-10,39.673103
Africa,2022-07-11,39.76367
Africa,2022-07-12,39.855545
Africa,2022-07-13,39.94751
Africa,2022-07-14,40.03921
Africa,2022-07-15,40.13054
Africa,2022-07-16,40.221752
Africa,2022-07-17,40.337303
Africa,2022-07-18,40.433697
Africa,2022-07-19,40.53117
Africa,2022-07-20,40.610245
Africa,2022-07-21,40.689846
Africa,2022-07-22,40.769173
Africa,2022-07-23,40.8474
Africa,2022-07-24,40.92526
Africa,2022-07-25,40.994465
Africa,2022-07-26,41.065296
Africa,2022-07-27,41.13741
Africa,2022-07-28,41.20437
Africa,2022-07-29,41.271194
Africa,2022-07-30,41.33805
Africa,2022-07-31,41.40411
Africa,2022-08-01,41.46879
Africa,2022-08-02,41.533875
Africa,2022-08-03,41.59929
Africa,2022-08-04,41.66454
Africa,2022-08-05,41.729744
Africa,2022-08-06,41.79474
Africa,2022-08-07,41.859295
Africa,2022-08-08,41.91541
Africa,2022-08-09,41.971603
Africa,2022-08-10,42.02701
Africa,2022-08-11,42.08327
Africa,2022-08-12,42.139477
Africa,2022-08-13,42.19243
Africa,2022-08-14,42.244804
Africa,2022-08-15,42.296288
Africa,2022-08-16,42.35693
Africa,2022-08-17,42.418022
Africa,2022-08-18,42.478714
Africa,2022-08-19,42.53966
Africa,2022-08-20,42.60067
Africa,2022-08-21,42.660606
Africa,2022-08-22,42.72197
Africa,2022-08-23,42.784073
Africa,2022-08-24,42.846256
Africa,2022-08-25,42.908653
Africa,2022-08-26,42.970833
Africa,2022-08-27,43.032837
Africa,2022-08-28,43.094
Africa,2022-08-29,43.148716
Africa,2022-08-30,43.20469
Africa,2022-08-31,43.259945
Africa,2022-09-01,43.315228
Africa,2022-09-02,43.370506
Africa,2022-09-03,43.425686
Africa,2022-09-04,43.480404
Africa,2022-09-05,43.525887
Africa,2022-09-06,43.571915
Africa,2022-09-07,43.618015
Africa,2022-09-08,43.66409
Africa,2022-09-09,43.71015
Africa,2022-09-10,43.756203
Africa,2022-09-11,43.801693
Africa,2022-09-12,43.84643
Africa,2022-09-13,43.89355
Africa,2022-09-14,43.940987
Africa,2022-09-15,43.98842
Africa,2022-09-16,44.035847
Africa,2022-09-17,44.082924
Africa,2022-09-18,44.13
Africa,2022-09-19,44.197628
Africa,2022-09-20,44.266197
Africa,2022-09-21,44.33481
Africa,2022-09-22,44.403385
Africa,2022-09-23,44.47223
Africa,2022-09-24,44.54118
Africa,2022-09-25,44.609543
Africa,2022-09-26,44.694424
Africa,2022-09-27,44.780304
Africa,2022-09-28,44.867798
Africa,2022-09-29,44.95814
Africa,2022-09-30,45.043396
Africa,2022-10-01,45.128365
Africa,2022-10-02,45.21335
Africa,2022-10-03,45.301434
Africa,2022-10-04,45.389484
Africa,2022-10-05,45.477715
Africa,2022-10-06,45.565968
Africa,2022-10-07,45.654186
Africa,2022-10-08,45.742344
Africa,2022-10-09,45.830154
Africa,2022-10-10,45.895065
