Country Code,2022
ABW,15.7002096825073
AFE,3.24611138116328
AFG,2.35514236704931
AFW,2.93979179105091
AGO,2.77333855965152
ALB,15.7763381628571
AND,14.9689479957343
ARB,4.41069032706453
ARE,1.63973912932682
ARG,12.0340800139112
ARM,12.9151582271286
ASM,7.1036273181428
ATG,10.728672985782
AUS,17.0750320469828
AUT,19.7897509199721
AZE,7.52651403008595
BDI,2.48584998345669
BEL,19.7671927585206
BEN,3.06253123069402
BFA,2.59465547584363
BGD,6.13515765182076
BGR,21.6972972212748
BHR,3.49895236846893
BHS,11.2521177194159
BIH,21.1032694063471
BLR,16.5067849004664
BLZ,4.70833033299978
BMU,20.1417793462397
BOL,5.47908058471391
BRA,10.251784783293
BRB,15.6987864748263
BRN,6.20177679884138
BTN,6.24575417667363
BWA,3.88015204774475
CAF,2.14369661121692
CAN,18.9407471303288
CEB,19.7761117469848
CHE,19.2186649457438
CHI,19.3435436800306
CHL,13.300080015705
CHN,13.781930345649
CIV,2.53282102103497
CMR,2.76317198222408
COD,3.06604683841811
COG,2.84985975386671
COL,9.00655628107831
COM,4.45529065390536
CPV,6.32872911700251
CRI,11.2620626162428
CSS,9.43449632251653
CUB,15.8758777267623
CUW,15.7946418695996
CYM,8.13783759245162
CYP,14.0779422699926
CZE,20.5183106530339
DEU,22.4589063795192
DJI,4.62735776047053
DMA,12.585576081345
DNK,20.4007400764725
DOM,7.28713311557077
DZA,6.18696352392874
EAP,11.6696310043949
EAR,6.25278968980683
EAS,12.883854317039
ECA,10.7305118470224
ECS,17.3944088297029
ECU,7.85040162653543
EGY,4.82840349955892
EMU,21.6867057371126
ERI,4.11604873165648
ESP,20.1879992491906
EST,20.6300461857585
ETH,3.12441623217276
EUU,21.2756194654719
FCS,4.00592280120773
FIN,23.2287672110978
FJI,6.20928148336672
FRA,21.3773491158756
FRO,17.792671863139
FSM,5.51940667270222
GAB,4.01133890116906
GBR,18.9303147227989
GEO,15.086921296037
GHA,3.56150287042033
GIB,17.3373748653931
GIN,3.43104090696519
GMB,2.88979203252834
GNB,3.09029227334318
GNQ,3.56750178121422
GRC,23.2281742678017
GRD,11.5213876985451
GRL,9.57841062323073
GTM,4.62989239560537
GUM,11.6412398595472
GUY,6.22245590205894
HIC,18.8357904334787
HKG,20.6844238114149
HND,4.16665073884696
HPC,2.97003815739066
HRV,22.4847051223347
HTI,4.54071966651153
HUN,20.6075593133653
IBD,9.73296521377058
IBT,8.0985839744766
IDA,3.78303977541542
IDB,3.55382013363175
IDN,6.82466625959862
IDX,3.90606249175792
IMN,22.3006703751248
IND,6.69899975408181
IRL,15.16194031114
IRN,7.62900026195697
IRQ,3.39760558019799
ISL,15.1109948456115
ISR,12.3030366078735
ITA,23.929189689659
JAM,7.53711329893799
JOR,4.14208054031429
JPN,29.4026473056942
KAZ,7.98541663578261
KEN,2.86391987696116
KGZ,5.19936059005824
KHM,5.7669541078253
KIR,4.01552865250999
KNA,10.2356051766771
KOR,17.4846463366305
KWT,2.74657831156504
LAC,8.98336615407212
LAO,4.41710766922774
LBN,9.51346669072451
LBR,3.2525393175955
LBY,4.74866117985336
LCA,9.00319385169565
LCN,9.24781297727154
LDC,3.69431211510871
LIC,3.21551936047679
LIE,19.6263702724012
LKA,11.3824347880542
LMC,5.65058840176655
LMY,7.89503302728174
LSO,3.7929706372461
LTE,12.9316414801571
LTU,19.8607556942966
LUX,14.8424375777289
LVA,21.0117630297337
MAC,12.7420560469024
MAF,16.34540447862
MAR,7.5098132650741
MCO,37.0612486033161
MDA,15.1170014189217
MDG,3.26762489022296
MDV,4.08161318358005
MEA,4.81683996967676
MEX,7.74526983999124
MHL,4.11208423784215
MIC,8.36842875083601
MKD,17.047678201619
MLI,2.4262091377493
MLT,19.2843700775476
MMR,6.87716132590698
MNA,4.88890323555979
MNE,17.1459251034129
MNG,4.61634103806392
MNP,7.78028560267373
MOZ,2.77309890426475
MRT,3.20850350338802
MUS,12.3957639095405
MWI,2.61321944653068
MYS,7.18563935667379
NAC,17.1311466111821
NAM,3.52321421619307
NCL,10.7931095732491
NER,2.55072569807182
NGA,3.00794221997644
NIC,5.23936494428067
NLD,19.9012830406524
NOR,18.3301335040316
NPL,6.19751969986239
NRU,2.43199728836539
NZL,16.4463886430602
OED,17.8917376360668
OMN,2.65754744065083
OSS,9.91315489678366
PAK,4.11167709278366
PAN,8.76630082942247
PER,8.81067934047644
PHL,5.04131518299472
PLW,10.3778365898981
PNG,3.24702044791082
POL,19.0192157040405
PRE,2.86464426739148
PRI,23.8149799974915
PRK,11.5930531703916
PRT,23.688003515383
PRY,6.23091107355945
PSE,3.70279929202472
PSS,5.00762804853444
PST,20.222176225334
PYF,10.1726954325946
QAT,1.39110202233051
ROU,19.5152470245056
RUS,16.0755362936472
RWA,3.72144812515979
SAS,6.69399341408135
SAU,2.70249417477226
SDN,3.12501104243737
SEN,3.56339204411192
SGP,12.6908966015146
SLB,3.62869463015929
SLE,3.17537929635059
SLV,7.86163091397109
SMR,21.0237606336169
