Entity,Code,Year,UHC service coverage index
Yemen,YEM,2005,30
Yemen,YEM,2010,39
Yemen,YEM,2015,39
Yemen,YEM,2017,41
Yemen,YEM,2019,42
Yemen,YEM,2021,42
Zambia,ZMB,2000,28
Zambia,ZMB,2005,34
Zambia,ZMB,2010,45
Zambia,ZMB,2015,52
Zambia,ZMB,2017,53
Zambia,ZMB,2019,54
Zambia,ZMB,2021,56
Zimbabwe,ZWE,2000,30
Zimbabwe,ZWE,2005,31
Zimbabwe,ZWE,2010,46
Zimbabwe,ZWE,2015,56
Zimbabwe,ZWE,2017,57
Zimbabwe,ZWE,2019,55
Zimbabwe,ZWE,2021,55
